sr_no,admission_no,pen_no,name,roll_no,class,class_name,section,class_sec,father_name,mother_name,guardian_name,mobile,contact,contact_phone,address,gender,dob,category,house,transport_opted,uses_transport,bus_route,total_fee,paid_fee,balance_fee,fees_due,status
"SR-2024-2321","ADM-6321","PEN-RJ-2024-235522","Mukesh Gehlot","22","11th","11th","Science-Bio","11th - Science-Bio","Sohan Lal Gehlot","Sunita","Sohan Lal Gehlot","8769672932","8769672932","8769672932","Ramsar Road, Barmer","Male","2009-09-20","ST","Ashoka",false,false,"",48000,19000,29000,29000,"Active"
"SR-2024-2322","ADM-6322","PEN-RJ-2024-483543","Kavya Lohar","23","11th","11th","Science-Bio","11th - Science-Bio","Hanuman Ram Lohar","Rekha","Hanuman Ram Lohar","9784402260","9784402260","9784402260","Rai Colony, Near Water Tank, Barmer","Female","2009-12-01","SC","Tagore",true,true,"Route 3 (Station Road - Sadar Bazaar)",60000,36000,24000,24000,"Active"
"SR-2024-2323","ADM-6323","PEN-RJ-2024-546074","Manvendra Gaur","24","11th","11th","Science-Bio","11th - Science-Bio","Jagdish Prasad Gaur","Gulab Kanwar","Jagdish Prasad Gaur","9828764328","9828764328","9828764328","Sindhari Road, Near Bus Stand, Barmer","Male","2009-06-07","General","Raman",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2324","ADM-6324","PEN-RJ-2024-385446","Vijay Lohar","25","11th","11th","Science-Bio","11th - Science-Bio","Narpat Singh Lohar","Durga Devi","Narpat Singh Lohar","9414526323","9414526323","9414526323","Uttarlai Road, Near KV School, Barmer","Male","2009-08-24","SC","Ashoka",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2325","ADM-6325","PEN-RJ-2024-607786","Aarav Raika","26","11th","11th","Science-Bio","11th - Science-Bio","Mohan Lal Raika","Sugan Kanwar","Mohan Lal Raika","9460234944","9460234944","9460234944","Rai Colony, Near Water Tank, Barmer","Male","2009-05-03","ST","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2326","ADM-6326","PEN-RJ-2024-161302","Swati Charan","27","11th","11th","Science-Bio","11th - Science-Bio","Nemichand Charan","Sayar Kanwar","Nemichand Charan","9460707558","9460707558","9460707558","Uttarlai Road, Near KV School, Barmer","Female","2009-04-08","ST","Ashoka",true,true,"Route 3 (Station Road - Sadar Bazaar)",60000,30000,30000,30000,"Active"
"SR-2024-2327","ADM-6327","PEN-RJ-2024-724859","Sapna Kumhar","28","11th","11th","Science-Bio","11th - Science-Bio","Sawai Singh Kumhar","Mohan Kanwar","Sawai Singh Kumhar","8769390592","8769390592","8769390592","Shastri Nagar, Sector 2, Barmer","Female","2009-03-18","General","Ashoka",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2328","ADM-6328","PEN-RJ-2024-340154","Mahesh Gehlot","29","11th","11th","Science-Bio","11th - Science-Bio","Rikhabdas Gehlot","Geeta Devi","Rikhabdas Gehlot","8769416762","8769416762","8769416762","Sindhari Road, Near Bus Stand, Barmer","Male","2009-06-18","SC","Tagore",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2329","ADM-6329","PEN-RJ-2024-774696","Payal Verma","30","11th","11th","Science-Bio","11th - Science-Bio","Hanuman Ram Verma","Kamla Devi","Hanuman Ram Verma","9829304321","9829304321","9829304321","Plot 42, Civil Lines, Barmer","Female","2009-12-01","ST","Raman",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",60000,0,60000,60000,"Active"
"SR-2024-2330","ADM-6330","PEN-RJ-2024-265844","Pabu Parihar","31","11th","11th","Science-Bio","11th - Science-Bio","Suresh Parihar","Chandra Kanwar","Suresh Parihar","9460865594","9460865594","9460865594","Shastri Nagar, Sector 2, Barmer","Male","2009-06-16","General","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2331","ADM-6331","PEN-RJ-2024-233326","Pushpendra Vyas","32","11th","11th","Science-Bio","11th - Science-Bio","Jabbar Singh Vyas","Manju","Jabbar Singh Vyas","9828551760","9828551760","9828551760","Shastri Nagar, Sector 2, Barmer","Male","2009-07-22","OBC","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2332","ADM-6332","PEN-RJ-2024-568336","Dinesh Bishnoi","33","11th","11th","Science-Bio","11th - Science-Bio","Parasmal Bishnoi","Rekha","Parasmal Bishnoi","9829971267","9829971267","9829971267","Laxmi Nagar, Street 3, Barmer","Male","2009-05-08","ST","Tagore",true,true,"Route 2 (Indira Colony - Shastri Nagar)",60000,30000,30000,30000,"Active"
"SR-2024-2333","ADM-6333","PEN-RJ-2024-741647","Vijay Meghwal","34","11th","11th","Science-Bio","11th - Science-Bio","Jethmal Meghwal","Sugan Kanwar","Jethmal Meghwal","9460121740","9460121740","9460121740","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2009-01-20","SC","Ashoka",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2334","ADM-6334","PEN-RJ-2024-450575","Jethmal Vyas","35","11th","11th","Science-Bio","11th - Science-Bio","Jabbar Singh Vyas","Mohan Kanwar","Jabbar Singh Vyas","9460694198","9460694198","9460694198","Uttarlai Road, Near KV School, Barmer","Male","2009-03-22","SC","Tagore",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2335","ADM-6335","PEN-RJ-2024-907706","Ravindra Vyas","36","11th","11th","Science-Bio","11th - Science-Bio","Mahendra Vyas","Manju","Mahendra Vyas","9828612121","9828612121","9828612121","Plot 42, Civil Lines, Barmer","Male","2009-04-26","ST","Raman",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",60000,24000,36000,36000,"Active"
"SR-2024-2336","ADM-6336","PEN-RJ-2024-763920","Ajay Rajput","37","11th","11th","Science-Bio","11th - Science-Bio","Kalyan Singh Rajput","Sita Devi","Kalyan Singh Rajput","8769546589","8769546589","8769546589","Baytu Link Road, Barmer","Male","2009-11-27","SC","Ashoka",false,false,"",48000,36000,12000,12000,"Active"
"SR-2024-2337","ADM-6337","PEN-RJ-2024-879093","Nirmala Raika","38","11th","11th","Science-Bio","11th - Science-Bio","Kailash Raika","Durga Devi","Kailash Raika","8769283984","8769283984","8769283984","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2009-11-27","General","Shivaji",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2338","ADM-6338","PEN-RJ-2024-317597","Sonal Vyas","39","11th","11th","Science-Bio","11th - Science-Bio","Uttamchand Vyas","Manju","Uttamchand Vyas","9829793512","9829793512","9829793512","Kalyanpura, Barmer","Female","2009-07-17","SC","Ashoka",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2339","ADM-6339","PEN-RJ-2024-919661","Kamla Bishnoi","40","11th","11th","Science-Bio","11th - Science-Bio","Chhagan Lal Bishnoi","Anand Kanwar","Chhagan Lal Bishnoi","9828257345","9828257345","9828257345","Rai Colony, Near Water Tank, Barmer","Female","2009-12-13","General","Tagore",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",60000,30000,30000,30000,"Active"
"SR-2024-2340","ADM-6340","PEN-RJ-2024-930708","Sneha Soni","41","11th","11th","Science-Bio","11th - Science-Bio","Nemichand Soni","Sunita","Nemichand Soni","9828100867","9828100867","9828100867","Nehru Nagar, Main Road, Barmer","Female","2009-04-21","General","Ashoka",true,true,"Route 6 (Uttarlai Road - Airforce Area)",60000,0,60000,60000,"Active"
"SR-2024-2341","ADM-6341","PEN-RJ-2024-533281","Pooja Rathore","42","11th","11th","Science-Bio","11th - Science-Bio","Bhawani Singh Rathore","Pushpa Devi","Bhawani Singh Rathore","9784991956","9784991956","9784991956","Indira Colony, Lane 4, Barmer","Female","2009-01-05","ST","Tagore",false,false,"",48000,19000,29000,29000,"Active"
"SR-2024-2342","ADM-6342","PEN-RJ-2024-113689","Prisha Mathur","01","11th","11th","Commerce-Arts","11th - Commerce-Arts","Mangi Lal Mathur","Kamla Devi","Mangi Lal Mathur","9414231084","9414231084","9414231084","Sindhari Road, Near Bus Stand, Barmer","Female","2009-06-17","SC","Shivaji",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2343","ADM-6343","PEN-RJ-2024-610043","Kajal Purohit","02","11th","11th","Commerce-Arts","11th - Commerce-Arts","Jabbar Singh Purohit","Sita Devi","Jabbar Singh Purohit","9829970030","9829970030","9829970030","Shastri Nagar, Sector 2, Barmer","Female","2009-03-27","OBC","Tagore",false,false,"",48000,29000,19000,19000,"Active"
"SR-2024-2344","ADM-6344","PEN-RJ-2024-256523","Pooja Bansal","03","11th","11th","Commerce-Arts","11th - Commerce-Arts","Ashok Bansal","Sayar Kanwar","Ashok Bansal","9828841913","9828841913","9828841913","Chohtan Circle, Highway Link, Barmer","Female","2009-01-17","ST","Tagore",true,true,"Route 8 (Rai Colony - Civil Lines)",60000,60000,0,0,"Active"
"SR-2024-2345","ADM-6345","PEN-RJ-2024-366940","Ritu Purohit","04","11th","11th","Commerce-Arts","11th - Commerce-Arts","Mohan Lal Purohit","Sugan Kanwar","Mohan Lal Purohit","9460319713","9460319713","9460319713","Sadar Bazaar, Near Old Fort, Barmer","Female","2009-10-14","OBC","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2346","ADM-6346","PEN-RJ-2024-603679","Manish Verma","05","11th","11th","Commerce-Arts","11th - Commerce-Arts","Jagdish Prasad Verma","Manju","Jagdish Prasad Verma","9784900981","9784900981","9784900981","Rai Colony, Near Water Tank, Barmer","Male","2009-10-14","SC","Shivaji",true,true,"Route 2 (Indira Colony - Shastri Nagar)",60000,0,60000,60000,"Active"
"SR-2024-2347","ADM-6347","PEN-RJ-2024-211642","Kavita Singhal","06","11th","11th","Commerce-Arts","11th - Commerce-Arts","Mohan Lal Singhal","Kanta Devi","Mohan Lal Singhal","9829627576","9829627576","9829627576","Station Road, Near Soni Dharmshala, Barmer","Female","2009-04-27","OBC","Ashoka",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",60000,30000,30000,30000,"Active"
"SR-2024-2348","ADM-6348","PEN-RJ-2024-981561","Diya Mittal","07","11th","11th","Commerce-Arts","11th - Commerce-Arts","Sawai Singh Mittal","Sugan Kanwar","Sawai Singh Mittal","9414169048","9414169048","9414169048","Baytu Link Road, Barmer","Female","2009-03-03","ST","Raman",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",60000,0,60000,60000,"Active"
"SR-2024-2349","ADM-6349","PEN-RJ-2024-147674","Vikram Choudhary","08","11th","11th","Commerce-Arts","11th - Commerce-Arts","Khimraj Choudhary","Chandra Kanwar","Khimraj Choudhary","9414378044","9414378044","9414378044","Uttarlai Road, Near KV School, Barmer","Male","2009-02-06","SC","Tagore",true,true,"Route 7 (Sindhari Road - Kalyanpura)",60000,60000,0,0,"Active"
"SR-2024-2350","ADM-6350","PEN-RJ-2024-409361","Seema Lohar","09","11th","11th","Commerce-Arts","11th - Commerce-Arts","Sawai Singh Lohar","Laxmi Devi","Sawai Singh Lohar","9828687786","9828687786","9828687786","Station Road, Near Soni Dharmshala, Barmer","Female","2009-11-13","ST","Tagore",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",60000,45000,15000,15000,"Active"
"SR-2024-2351","ADM-6351","PEN-RJ-2024-476824","Ansh Chauhan","10","11th","11th","Commerce-Arts","11th - Commerce-Arts","Jabbar Singh Chauhan","Anita","Jabbar Singh Chauhan","9784618924","9784618924","9784618924","Uttarlai Road, Near KV School, Barmer","Male","2009-05-26","SC","Ashoka",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2352","ADM-6352","PEN-RJ-2024-183273","Durga Goyal","11","11th","11th","Commerce-Arts","11th - Commerce-Arts","Sumer Singh Goyal","Sayar Kanwar","Sumer Singh Goyal","9460320335","9460320335","9460320335","Plot 42, Civil Lines, Barmer","Female","2009-06-03","OBC","Raman",false,false,"",48000,29000,19000,19000,"Active"
"SR-2024-2353","ADM-6353","PEN-RJ-2024-988261","Pratap Lohar","12","11th","11th","Commerce-Arts","11th - Commerce-Arts","Hanuman Ram Lohar","Urmila","Hanuman Ram Lohar","9829557766","9829557766","9829557766","Panch Batti Circle, Barmer","Male","2009-04-13","SC","Raman",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2354","ADM-6354","PEN-RJ-2024-505828","Dhruv Gaur","13","11th","11th","Commerce-Arts","11th - Commerce-Arts","Sumer Singh Gaur","Sunita","Sumer Singh Gaur","8769430310","8769430310","8769430310","Uttarlai Road, Near KV School, Barmer","Male","2009-06-27","SC","Ashoka",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",60000,36000,24000,24000,"Active"
"SR-2024-2355","ADM-6355","PEN-RJ-2024-448468","Ira Purohit","14","11th","11th","Commerce-Arts","11th - Commerce-Arts","Vimalchand Purohit","Bhanwar Kanwar","Vimalchand Purohit","9828487065","9828487065","9828487065","Indira Colony, Lane 4, Barmer","Female","2009-01-03","ST","Tagore",true,true,"Route 7 (Sindhari Road - Kalyanpura)",60000,60000,0,0,"Active"
"SR-2024-2356","ADM-6356","PEN-RJ-2024-890766","Kamlesh Gupta","15","11th","11th","Commerce-Arts","11th - Commerce-Arts","Sawai Singh Gupta","Anand Kanwar","Sawai Singh Gupta","9414507990","9414507990","9414507990","Khatan Kocha, Inside City, Barmer","Male","2009-02-28","ST","Shivaji",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2357","ADM-6357","PEN-RJ-2024-639273","Divya Solanki","16","11th","11th","Commerce-Arts","11th - Commerce-Arts","Jabbar Singh Solanki","Manju","Jabbar Singh Solanki","8769242268","8769242268","8769242268","Indira Colony, Lane 4, Barmer","Female","2009-09-02","ST","Shivaji",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2358","ADM-6358","PEN-RJ-2024-112015","Rakesh Chauhan","17","11th","11th","Commerce-Arts","11th - Commerce-Arts","Nemichand Chauhan","Meenakshi","Nemichand Chauhan","8769850205","8769850205","8769850205","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2009-04-05","General","Raman",true,true,"Route 3 (Station Road - Sadar Bazaar)",60000,30000,30000,30000,"Active"
"SR-2024-2359","ADM-6359","PEN-RJ-2024-254137","Chhavi Sharma","18","11th","11th","Commerce-Arts","11th - Commerce-Arts","Pabu Ram Sharma","Nirmala","Pabu Ram Sharma","9414877690","9414877690","9414877690","Chohtan Circle, Highway Link, Barmer","Female","2009-12-15","ST","Shivaji",false,false,"",48000,24000,24000,24000,"Active"
"SR-2024-2360","ADM-6360","PEN-RJ-2024-755688","Surendra Jangid","19","11th","11th","Commerce-Arts","11th - Commerce-Arts","Tarachand Jangid","Durga Devi","Tarachand Jangid","9828575008","9828575008","9828575008","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2009-08-05","ST","Raman",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",60000,60000,0,0,"Active"
"SR-2024-2361","ADM-6361","PEN-RJ-2024-976424","Kavya Rathore","20","11th","11th","Commerce-Arts","11th - Commerce-Arts","Kalyan Singh Rathore","Rukmani Devi","Kalyan Singh Rathore","9414918101","9414918101","9414918101","Sadar Bazaar, Near Old Fort, Barmer","Female","2009-09-03","OBC","Shivaji",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2362","ADM-6362","PEN-RJ-2024-203459","Rampal Bansal","21","11th","11th","Commerce-Arts","11th - Commerce-Arts","Mangi Lal Bansal","Meenakshi","Mangi Lal Bansal","9828117806","9828117806","9828117806","Station Road, Near Soni Dharmshala, Barmer","Male","2009-08-22","General","Shivaji",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2363","ADM-6363","PEN-RJ-2024-609352","Surendra Joshi","22","11th","11th","Commerce-Arts","11th - Commerce-Arts","Bhagwan Das Joshi","Anand Kanwar","Bhagwan Das Joshi","8769936533","8769936533","8769936533","Plot 42, Civil Lines, Barmer","Male","2009-10-10","SC","Shivaji",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2364","ADM-6364","PEN-RJ-2024-812812","Anvi Chauhan","23","11th","11th","Commerce-Arts","11th - Commerce-Arts","Rajesh Chauhan","Sharda","Rajesh Chauhan","9784567240","9784567240","9784567240","Sadar Bazaar, Near Old Fort, Barmer","Female","2009-09-04","OBC","Shivaji",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",60000,0,60000,60000,"Active"
"SR-2024-2365","ADM-6365","PEN-RJ-2024-869426","Gajendra Gupta","24","11th","11th","Commerce-Arts","11th - Commerce-Arts","Hanuman Ram Gupta","Sayar Kanwar","Hanuman Ram Gupta","9414938826","9414938826","9414938826","Shastri Nagar, Sector 2, Barmer","Male","2009-02-03","ST","Tagore",true,true,"Route 7 (Sindhari Road - Kalyanpura)",60000,60000,0,0,"Active"
"SR-2024-2366","ADM-6366","PEN-RJ-2024-610763","Tejpal Choudhary","25","11th","11th","Commerce-Arts","11th - Commerce-Arts","Sumer Singh Choudhary","Urmila","Sumer Singh Choudhary","9414650546","9414650546","9414650546","Ramsar Road, Barmer","Male","2009-12-24","SC","Ashoka",true,true,"Route 3 (Station Road - Sadar Bazaar)",60000,0,60000,60000,"Active"
"SR-2024-2367","ADM-6367","PEN-RJ-2024-447332","Angel Goyal","26","11th","11th","Commerce-Arts","11th - Commerce-Arts","Ram Chandra Goyal","Kamla Devi","Ram Chandra Goyal","9829852102","9829852102","9829852102","Khatan Kocha, Inside City, Barmer","Female","2009-05-23","ST","Shivaji",false,false,"",48000,24000,24000,24000,"Active"
"SR-2024-2368","ADM-6368","PEN-RJ-2024-142600","Arnav Lohar","27","11th","11th","Commerce-Arts","11th - Commerce-Arts","Bhanwar Singh Lohar","Chandra Kanwar","Bhanwar Singh Lohar","9460969993","9460969993","9460969993","Chohtan Circle, Highway Link, Barmer","Male","2009-08-07","SC","Shivaji",false,false,"",48000,24000,24000,24000,"Active"
"SR-2024-2369","ADM-6369","PEN-RJ-2024-456871","Deepak Dadhich","28","11th","11th","Commerce-Arts","11th - Commerce-Arts","Jabbar Singh Dadhich","Sushila","Jabbar Singh Dadhich","9414269709","9414269709","9414269709","Plot 42, Civil Lines, Barmer","Male","2009-05-01","General","Shivaji",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",60000,30000,30000,30000,"Active"
"SR-2024-2370","ADM-6370","PEN-RJ-2024-988433","Ira Dave","29","11th","11th","Commerce-Arts","11th - Commerce-Arts","Manak Chand Dave","Parvati Devi","Manak Chand Dave","8769297656","8769297656","8769297656","Nehru Nagar, Main Road, Barmer","Female","2009-07-28","General","Ashoka",false,false,"",48000,0,48000,48000,"Active"
"SR-2024-2371","ADM-6371","PEN-RJ-2024-526186","Kamlesh Dadhich","30","11th","11th","Commerce-Arts","11th - Commerce-Arts","Rajesh Dadhich","Sayar Kanwar","Rajesh Dadhich","9828653887","9828653887","9828653887","Plot 42, Civil Lines, Barmer","Male","2009-01-09","ST","Raman",false,false,"",48000,24000,24000,24000,"Active"
"SR-2024-2372","ADM-6372","PEN-RJ-2024-773937","Kiran Maheshwari","31","11th","11th","Commerce-Arts","11th - Commerce-Arts","Ashok Maheshwari","Parvati Devi","Ashok Maheshwari","8769952034","8769952034","8769952034","Station Road, Near Soni Dharmshala, Barmer","Female","2009-11-03","OBC","Raman",true,true,"Route 2 (Indira Colony - Shastri Nagar)",60000,0,60000,60000,"Active"
"SR-2024-2373","ADM-6373","PEN-RJ-2024-276377","Sohan Joshi","32","11th","11th","Commerce-Arts","11th - Commerce-Arts","Pabu Ram Joshi","Kamla Devi","Pabu Ram Joshi","9828446660","9828446660","9828446660","Plot 42, Civil Lines, Barmer","Male","2009-08-28","SC","Raman",false,false,"",48000,29000,19000,19000,"Active"
"SR-2024-2374","ADM-6374","PEN-RJ-2024-100676","Ravindra Soni","33","11th","11th","Commerce-Arts","11th - Commerce-Arts","Bhagwan Das Soni","Anand Kanwar","Bhagwan Das Soni","9829736826","9829736826","9829736826","Indira Colony, Lane 4, Barmer","Male","2009-05-23","OBC","Tagore",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2375","ADM-6375","PEN-RJ-2024-637962","Mangi Choudhary","34","11th","11th","Commerce-Arts","11th - Commerce-Arts","Rikhabdas Choudhary","Savitri Devi","Rikhabdas Choudhary","9828736367","9828736367","9828736367","Panch Batti Circle, Barmer","Male","2009-01-10","General","Ashoka",false,false,"",48000,48000,0,0,"Active"
"SR-2024-2376","ADM-6376","PEN-RJ-2024-139650","Narpat Choudhary","35","11th","11th","Commerce-Arts","11th - Commerce-Arts","Bhawani Singh Choudhary","Sugan Kanwar","Bhawani Singh Choudhary","9414423606","9414423606","9414423606","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2009-03-13","General","Tagore",false,false,"",48000,24000,24000,24000,"Active"
